medcodeid	term	arrhythmia	arrhythmia_cat	arrhythmia_type	cvd	angina	angina_cat	angina_type	cad	cad_cat	cad_type	mi	mi_cat	sca	sca_cat	revascularisation	revascularisation_cat	nonspecificcvd	nonspecificcvd_cat	hf_cat	hf	confidence	stroke	catstroke	vte	dvt	dvt_cat	dvt_type	pulmonaryembolism	pulmonaryembolism_cat	cardiomyopathy	cardiomyopathy_cat	cardiomyopathy_type	pericarditis	pericarditis_cat	vhd	vhd_cat	pvd	pvd_cat	cvdgrouped
5049381000006118	embolisation of internal iliac artery				pvd																																	PVD	Diagnosis	1
5049391000006115	embolization of internal iliac artery				pvd																																	PVD	Diagnosis	1
5054611000006116	neurogenic pulmonary oedema				hf															Possible HF	Heart failure																			1
5054771000006115	oxygen-induced pulmonary oedema				hf															Possible HF	Heart failure																			1
5054791000006119	fluid overload pulmonary oedema				hf															Possible HF	Heart failure																			1
5056201000006111	triple vessel coronary artery disease				cad				CAD	Diagnosis	Not specific																													1
5056311000006117	acute q wave infarction - inferior				cad				CAD	Diagnosis	MI																													1
5056331000006111	acute q wave infarction - inferolateral				cad				CAD	Diagnosis	MI																													1
5056411000006110	old anterior myocardial infarction				cad				CAD	3	MI																													1
5056421000006119	old inferior myocardial infarction				mi							Myocardial infarction	History of																											1
5056431000006116	old lateral myocardial infarction				mi							Myocardial infarction	History of																											1
5056441000006114	old posterior myocardial infarction				mi							Myocardial infarction	History of																											1
5056461000006113	mi - silent myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
5056691000006119	functional mitral regurgitation				vhd																															1	Diagnosis			1
5056751000006115	functional tricuspid regurgitation				vhd																															1	Diagnosis			1
5056831000006119	hcm - hypertrophic cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Hypertrophic cardiomyopathy							1
5056911000006118	acute infective pericarditis				pericarditis																													Pericarditis	Diagnosis					1
5056941000006119	post-infarction pericarditis				cad				CAD	Diagnosis	MI																													1
5057041000006118	ectopic atrial tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5057071000006114	incessant atrial tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5057091000006110	re-entrant atrioventricular node tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5057101000006116	avrnt - atrioventricular re-entrant nodal tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5057111000006118	re-entrant atrioventricular tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5057121000006114	avrt - atrioventricular re-entrant tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5057141000006119	antidromic atrioventricular re-entrant tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5057151000006117	supraventricular tachycardia with functional bundle branch block	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5057231000006118	induced ventricular tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5057251000006113	right ventricular outflow tract ventricular tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5057261000006110	lone atrial fibrillation	arrhythmia	Diagnosis	Atrial fibrillation & flutter	arrhythmia																																			1
5057591000006116	pulmonary thromboembolism				pulmonaryembolism																								1	Diagnosis										1
5057621000006119	acute massive pulmonary embolism				vte																				1															1
5057651000006111	subacute massive pulmonary embolism				pulmonaryembolism																								1	Diagnosis										1
5057661000006113	sampe - subacute massive pulmonary embolism				pulmonaryembolism																								1	Diagnosis										1
5057671000006118	pulmonary fat embolism				pulmonaryembolism																								1	Diagnosis										1
5057691000006117	pulmonary tumour embolism				vte																				1															1
5057981000006111	peripheral ischemic vascular disease				pvd																																	PVD	Diagnosis	1
5059201000006116	superficial thrombophlebitis of cephalic vein				vte																				1															1
5059211000006118	superficial thrombophlebitis of basilic vein				vte																				1															1
5059301000006112	iliofemoral deep vein thrombosis				vte																				1															1
5059321000006119	ileofemoral deep vein thrombosis				vte																				1															1
5060991000006115	cardiac arrest with electromechanical dissociation				sca									Sudden cardiac arrest	Diagnosis																									1
510016018	biventricular congestive heart failure				hf															Heart failure	Heart failure																			1
5126451000006116	ischaemic foot ulcer				pvd																																	PVD	Diagnosis	1
5153821000006115	embolectomy of iliac artery				pvd																																	PVD	Diagnosis	1
52032016	rheumatic mitral insufficiency				vhd																															1	Diagnosis			1
520901000000112	wells deep vein thrombosis clinical probability score				vte																				1															1
524511000006116	brainstem stroke syndrome				stroke																	Diagnosis	Stroke	Not specified																1
524541000006117	brain stem infarction				stroke																	Diagnosis	Stroke	Ischaemic																1
5260231000006119	palpitations - rapid	arrhythmia	Diagnosis	Palpitations	arrhythmia																																			1
5293971000006115	aortic cusp regurgitation				vhd																															1	Diagnosis			1
5296151000006119	marked sinus arrhythmia	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
5296171000006112	wide qrs ventricular tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5296181000006110	narrow qrs ventricular tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5296191000006113	ventricular tachycardia, monomorphic	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5296231000006115	av-junctional (nodal) bradycardia	arrhythmia	Diagnosis	Bradycardia	arrhythmia																																			1
5296321000006113	av junctional (nodal) tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5296331000006111	nodal tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
5296351000006116	av nodal re-entry tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
